source_repository	source_path	source_revision	source_sha256	role	public_eligibility	canonical_counterpart	decision	evidence	validation	preservation
narikiri2-an9j-save-fix	tools/apply_development_patch.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	b696ec086bc179283982ccf94369b665d1a77ddbc767f2c92d94a277948ca762	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/apply_ffr_v09.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	a9800c84e0fa15b3ff8471c2d3af382aa7f57616b5ee35f65384991af8d3efb1	current implementation/input	Existing canonical authored source/contract	tools/apply_ffr_v09.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/audit_banked_names.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	0dbd0497fe6073964de212d8a8eeeaac6c9118833802253e90ef4d86282f86c4	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/audit_complete_items.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	246598be4015470b4ce76a7af65feed2eb9054e7949c9c9307e407ac50473091	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/audit_current_integration.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	354c41869d09fa1cf9aa352bb72a0692eed0ba770ac6fe186b4285ee567c930f	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/audit_extended_compact.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	35303703c3aa7a86d82271c55b5bbe098904d896d2cc39d6fc0d784d4a2ec2b5	reusable regression/diagnostic capability	YES: authored MIT code; reviewed selected scope	tools/audit_extended_compact.py	IMPORT_REQUIRED	Three function bodies unchanged; private corpus driver excluded; explicit input CLI added.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/audit_full_text_population.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	b1a24e716d6aeb79544d695c213e41a3baf5a2b8c1156bc4b08b5586c196127a	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/audit_item_name_spacing.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	cc5b076595b55cfb1d1f3402afd2fde9ef691ab5745f967be0c15b15730775af	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/bps.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	3fa8c926fc242dd1caa83e2cefa93668f5085b7318edbb3a2006ab8cae044c61	current implementation/input	Existing canonical authored source/contract	tools/bps.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_banked_font.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	2000262102db15563e22ba5f3c68f15cd2bfb4b304e2f2aa61451249e3c5256b	current implementation/input	Existing canonical authored source/contract	tools/build_banked_font.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_compact_target_catalog.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	390904ed873194034a37bdc4405561c8a837a4b4bbd00a5695cc57c5a080bb16	current implementation/input	Existing canonical authored source/contract	tools/build_compact_target_catalog.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_complete_development.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	8ecfe21e44255e09a20eb605368e41bb8cff39deb196aa6b7bbaa3d2e7a64071	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_completion_audit.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	48a597dc2c292b51947c80468ef5f3f0e1bb37dc59bc124c8c83e01c4fc7db9b	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_dalmoori_gate2.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	a221720940aff0f3b6b557ee57abdc469fc21b7ce4a391034a2124de212643c4	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_dalmoori_gba_font.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	28fcc90f90aa001ce2648ba9dacca1efa4249e25dc69005e5174f82bb94d201d	current implementation/input	Existing canonical authored source/contract	tools/build_dalmoori_gba_font.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_ffr_v09.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	4ad82bde353b391261b4c4aadb286cb04b840f1c3170f30497b00eb7e79bdd10	current implementation/input	Existing canonical authored source/contract	tools/build_ffr_v09.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_save_fix.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	79865abb254633de510506df54fd58daceb9876996d97da248207289d67d76f0	historical development/audit driver	NO: historical/private data not selected for publication	restore.py; tools/verify_save_fix_guard.py; tools/convert_save.py; tests/test_save_fix.py	SUPERSEDED_WITH_EVIDENCE	Candidate A 79-byte contract, strict EEPROM guard, save conversion tests and frozen output identity cover the active save-repair path; old analysis remains backed up.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_translation_catalogs.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	84c7bd19e511b1393a06060af8a3ed77e7fa2ae3536ac7e3078c25a3ae472f18	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/build_translation_patch.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	b3ae502e2123f09dfd988c51590ca62d47bef28b48fafc46b0a5308e9d3a2be4	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/complete_preflight.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	f178a5312d13948f35ca375ed41c3dad82f6a445f77325b4a85d1a4c2821fd68	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/confirmed_text_edits.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	55a91d6297fefe8b4c010fd7f7050af53fec7fac04fe670ba35fe704e38255a2	current implementation/input	Existing canonical sanitized/updated counterpart	tools/confirmed_text_edits.py	SUPERSEDED_WITH_EVIDENCE	Canonical source-bound authored/hash representation supersedes older raw source text/profile metadata; exact frozen v0.9 and v0.9a builds verify the adopted product, without importing the old corpus.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/convert_save.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	a4007b23d5e21bd4ff8ca10ca32b4814adbfbfbfebea24327b33e18d3400965f	current implementation/input	Existing canonical authored source/contract	tools/convert_save.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/dalmoori_gate2_spec.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	e5534cb23e5ddec098ae15b8f563e590672fc2031906f03797a8650ba707a532	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/draft_compact_translations.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	64c4d55053ae0f253bd8df1b05c088a0336860731a8b9172c154332d9430bba6	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/extended_compact_spec.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	d555d3c7c240dc1a56c05dc3659b9b6adc1d0beb86b478529daf55bc7440578d	current implementation/input	Existing canonical authored source/contract	tools/extended_compact_spec.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/extract_compact_unicode_corpus.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	c800f6ef1393c5f9046a99054ede1225b26bc9ad43face1f351db12e33bda770	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/extract_item_text.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	69a20dff2ceae42422eb97d51bcc656ae1b988d200af728b034b4940da963c61	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/finalize_item_spacing.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	9b527ca7cbd06dea8b9e5701bc3488f0ab422ce77eb1b893042d1b319d854c2a	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/find_gba_lz77_asset.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	661826da802624e81feb9f3472abf5c787b66f0cbf5504341110e0775a6dcb49	current implementation/input	Existing canonical authored source/contract	tools/find_gba_lz77_asset.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/find_relative_asset_owner.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	b10b7f4615c2232b36e0d05928217989c93a7415e408b5baa2b0d9197dc25edd	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/find_runtime_asset.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	4edf01cbf9a755554b6d98fecff4cbf138901962acb9bf0538f66785eeb5f8bd	historical development/audit driver	NO: historical/private data not selected for publication	tools/libretro_probe.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Diagnostic-specific filenames, private baseline screens/recordings or old manifests prevent direct current use. Generic explicit-input host is imported; route adaptation is an open product-QA task, not a release build dependency.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/fixed_ui_labels.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	4f007f13feaa455adc82d76e2ec4cc0d7d3560bb7048a33d6d6406f9e19e6f13	current implementation/input	Existing canonical authored source/contract	tools/fixed_ui_labels.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/font_consumer_audit.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	c2e34249960a2d5a1a7ea79c6cd0679dcbcf4ac72783f4ff375b8bfed6f5c55f	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/gba_rl.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	92cdbc85de607ad3b91370fa9206037cc7451f07932059e60e422aa6fcf495fb	current implementation/input	Existing canonical authored source/contract	tools/gba_rl.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/import_dalmoori_8x8.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	c16e3837a2c3cb41da14011bf99d7298948874623f804ce6170945acde1f2fbd	current implementation/input	Existing canonical authored source/contract	tools/import_dalmoori_8x8.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/import_legacy_dalmoori.mjs	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	77512aca05d9654d4da88d823ada9e5e3a4e79a631bb4b75c01dbb9ca1ad706a	current implementation/input	Existing canonical authored source/contract	tools/import_legacy_dalmoori.mjs	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/ips.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	b9b63eb5f3a05ccaa29362cc4d44a956b81a6149dae5b34feb3d21abb6008956	current implementation/input	Existing canonical authored source/contract	tools/ips.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/item_glyph_presentation.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	9767c2ec8eab36cb84817647183f78ba1959502358a6f1da49d4d2ef2fdf7f4d	current implementation/input	Existing canonical authored source/contract	tools/item_glyph_presentation.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/item_name_consumer.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	14b62dd21654c41725f8d3e40336321d59b683efa0f800455078c72e4f8787ab	current implementation/input	Existing canonical authored source/contract	tools/item_name_consumer.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/legacy_dalmoori_font.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	23c781df685328312af9fe2b0c469f79771b435a39e01c07500ff35f7a1b70d1	current implementation/input	Existing canonical authored source/contract	tools/legacy_dalmoori_font.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/libretro_probe.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	b99f4882429bb20a0f9257500224c47be518e6ca59bec5c9de8443935aa80d42	reusable regression/diagnostic capability	YES: authored MIT code; reviewed selected scope	tools/libretro_probe.py	IMPORT_REQUIRED	Whole authored file; normalized LF only. No ROM or runtime evidence included.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/narikiri2_item_ui_font.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	6c411e07a7ef5f55207c06ecee7215ec99e4243ef1affc8c3df82807e5bffeb8	current implementation/input	Existing canonical authored source/contract	tools/narikiri2_item_ui_font.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/narikiri2_text_spec.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	b11bbe9f3ff26e8688031fccca398f64617e6dd224ac57b94817e5c5af78c6dd	current implementation/input	Existing canonical authored source/contract	tools/narikiri2_text_spec.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/package_development.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	18471b9eb07829682f5e08219bbbcbc4cb9c7282be95a39fa9c99c59d7d82541	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_ffr_v09a.py; tools/apply_ffr_v09a.py; tools/package_ffr_v09a_release.py	SUPERSEDED_WITH_EVIDENCE	Old POC/Gate2/b788 development product and JP-input distribution are replaced by exact-FFR cumulative v0.9a; frozen products and rejection tests pass. No old release authorization is transferred.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/prepare_save_test.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	1fcadafac1bd2f861d628fe52c31aa2ff8491da1eaf2320d6b8b31726412d5fa	current implementation/input	Existing canonical authored source/contract	tools/prepare_save_test.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/preview_custom_item_glyphs.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	46a408a31aee2286c9ed33cfaf1b5c2cf07d4d21893513ab7d7ad4203e424247	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/preview_item_readability.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	4230ceefa4dde39f1d7a82c474ab465c2857453bb128ddbedbff05c6c7e26118	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/preview_private_glyphs.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	ed78d2b1e1b46e60928b1a491cda556b7f6f13c4f6f3ceaed178ec3425ad8aee	historical development/audit driver	NO: historical/private data not selected for publication	tools/build_banked_font.py; tools/reviewed_v09a.py; docs/migration/FOLLOW_UP.md	PRIVATE_ARCHIVE_ONLY	Investigation/catalog/rendering driver depends on privately preserved extracted data, original screenshots or historical candidates. Current product regenerates from exact FFR and reviewed authored inputs; further investigations can consult this private indexed source.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
narikiri2-an9j-save-fix	tools/private_font_spec.py	working tree based on 0e18f64a488901a8a565fbcd9da8b7413aa91e10	7a921574b55ef87c2eda12c8fe1ecf8f66245c7b4bbd958424ad88871ed941fc	current implementation/input	Existing canonical authored source/contract	tools/private_font_spec.py	ALREADY_PRESENT	Byte-for-byte equal after LF normalization; current local regression and frozen-product reproduction.	baseline 102 / candidate 134 tests; exact ROM/BPS reproduction; see individual test map	private backup: legacy working-files manifest
