id	storage	source_pointer	source_sha256	text
ARTE_202_FULL	00375A04	08802434	2d1ce71af5960c60d05cf0e57804b5d8022a4994a3dbfc53997890070ca8ff2f	왈큐리아 스트라이크
ARTE_203_FULL	00375A18	08802402	f8de92316a477c919048513ac9ebacb7de72a4ecbf69ebb70874d49d9a7d3ef8	볼트 스러스트
ARTE_204_FULL	00375A2C	088023C8	3fea6eb5d3453b90b45e1e039177e83db888276c6c7fec990be843d60aec5799	대미지 주사
ARTE_205_FULL	00375A40	0880238E	87d4661597c574587d0bd13c4ed29c0c7cc2ca4ebf0885f336f101560a65a5d0	응조낙폭축
ARTE_206_FULL	00375A54	08802358	2b07fe117586938e5aaf84095962b677f5dd1a68f4cc2b821bf15a8b37b390fa	베기!
ARTE_207_FULL	00375A68	08802E43	3afd7522707d6231f6ec6444dc200116ff89fddae8eba5cfed98aabfe9cbc4ab	마신검
ARTE_208_FULL	00375A7C	0880396F	16a07891fb731cc5e4a292d5ff372c09fe6a1c00e85f4afcbc87066534299663	윈드 커터
ARTE_209_FULL	00375A90	08803B8B	01e43d38985a8419e67d9617861591ae1a4e5389518e3a2563e4af5d6fd741f8	파이어 볼
ARTE_210_FULL	00375AA4	08803B1F	596528ba0c6ef517f42a364eb015a124120f37e1adadb79e934d11265d59803e	그레이브
ARTE_211_FULL	00375AB8	08803B3F	7135a835782fc0cadbcdab52852569b2a83072a59063958ee2ba4c0091a42612	라이트닝
ARTE_212_FULL	00375ACC	08803CBF	58bb8c629ca27919800b58f499f77fd3045fff53443cda7295771dd67ae6b26b	레이
ARTE_213_FULL	00375AE0	0880232A	4df141c520c805d2c7d31ba069f5e2707cb998bc673e5d101c74c9b4d36a7f91	식재료 확보
ARTE_214_FULL	00375AF4	08802308	c7c81dfe1bf15bdaa4b05d6b222b2b99a2a2b9466471301c075f69f970da05bd	암석 파괴
ARTE_215_FULL	00375B08	088022CC	f2fba21ccf8347f98373a73b9c0d5878b41854b9662295b03671c72ae19b47ce	자물쇠 열기
ARTE_216_FULL	00375B1C	088022A6	00c603ae4ab32d2390f4598cd1a676a95fa22e79a988ca88d85e9f848ab7861e	축재
ARTE_217_FULL	00375B30	08802278	29453a771de09b1737ee23d3d8aa9d8e5870a8beed0ed8787ade43dc50f142a9	함정 회피
ARTE_218_FULL	00375B44	08802262	302b45e91dd982826b3f51d568c64764042d75a36d1e3b5a7cf2537462c22216	야간 시야
ARTE_219_FULL	00375B58	08802246	6829857a8d061ca6fdec3653afade30f8f62a165a92e2f3bd46c566441b89ff5	내열
ARTE_220_FULL	00375B6C	08802215	1a58c8c8134df49f221214d81abe60ca6badfb3ef17ae14c5f0a7f50eaa42b3c	방한
ARTE_221_FULL	00375B80	08803286	20cc331c8e18a893e5165cd9821157ce1dfca8ad4ebbfe3e30bc61d9a279da50	비연연각
ARTE_222_FULL	00375B94	088027EA	70b9c52b395ea7f59dcf61ae282cae602150025ac27a493cc36e3aa6855097b2	사자전후
ARTE_223_FULL	00375BA8	08803AC9	4f98901318766307a6c15f6a3ce84ab3d3145262f252b59b8c8d66fd08eb195f	힐
ARTE_224_FULL	00375BBC	08803A57	0a48995721004b4f5d871141e86426ebd0498be207bee62f445b9e79b4faf5b8	피코한
ARTE_225_FULL	00375BD0	08803204	c25ff01c3fcffe021bc4e27ba8fa82faec98617043b19938a3e2f26060d760fc	봉황천구
ARTE_226_FULL	00375BE4	08802173	49581ade37142e808d7a401471aa745271609ac33cac777f85f35709b01faf75	퇴각
ARTE_227_FULL	00375BF8	08802153	83b5be1d79c6c87b299d28d62d350915cf31ea05fcabde2e8a0f6df767e4ed18	메디컬 체크
ARTE_228_FULL	00375C0C	0880211C	8db3535e14161c958055ad1dbbc68ddc05e1cf84913b366ac646b995c3ce125f	초 팬사우
ARTE_229_FULL	00375C20	088020EB	3942373da42afbfd2ed15df71185881865c759db0899c7432af019d7468d5440	식재료 변환
ARTE_230_FULL	00375C34	088020BC	ee6f1fa62c4d0e70d1734d5aed816ff8cc88a3f508b608a44ee228d1fbf97f4e	경계
ARTE_231_FULL	00375C48	0880207E	c0e82747a681f439a0d789bc5a3f6d7aa8820d2014d1cbdade7b580d41d4100d	리리스의 요리
DEFAULT_00009784_FULL	00009784	088046F4	ee5b5a864232f807c8acedee7fd2d72d3395ff9ea3cc1ce913640dee6cecb1ef	훌리오
DEFAULT_0000978C_FULL	0000978C	088046FB	31ec5687b376b8bb7e02f7f3d44300fae22d6d3b598818902e58c9de859c9a23	캐로
